age_at_enrollment,course,tuition_fee_status,semester_performance,attendance_rate,num_failed_courses,financial_aid,dropped_out
22,business,paid,0.7,0.76,1,0,0
21,arts,partial,0.58,0.86,0,1,0
22,engineering,partial,0.81,0.78,0,0,0
24,arts,paid,0.95,0.86,2,0,0
23,engineering,paid,0.48,1.0,0,1,0
21,engineering,paid,0.66,0.78,1,0,0
26,arts,partial,0.87,0.88,0,0,0
22,engineering,unpaid,0.54,0.67,3,0,0
20,engineering,partial,0.79,0.9,0,1,1
28,engineering,partial,0.5,0.78,0,0,1
25,engineering,unpaid,0.76,0.88,2,0,0
29,engineering,paid,0.71,0.88,2,1,1
20,law,paid,1.0,0.86,0,0,0
17,engineering,partial,0.81,0.76,0,0,1
23,business,paid,0.37,0.82,0,0,1
23,engineering,partial,0.69,0.87,0,0,0
20,law,partial,0.82,0.83,1,0,0
29,engineering,partial,0.64,0.99,1,0,0
19,law,paid,0.63,0.85,0,0,0
24,business,partial,0.64,0.75,0,0,0
21,engineering,partial,0.78,0.89,0,0,0
26,science,unpaid,0.51,0.61,0,0,0
23,business,partial,0.62,1.0,0,1,0
20,engineering,unpaid,0.85,0.68,1,0,1
20,science,paid,0.63,0.94,0,0,0
24,law,paid,0.62,0.92,0,1,0
24,arts,paid,0.49,0.74,1,1,0
18,arts,paid,0.8,0.91,0,0,1
18,science,unpaid,0.76,0.78,1,1,1
19,business,unpaid,0.85,0.83,1,0,0
28,science,paid,0.68,0.9,0,1,0
28,business,paid,0.75,0.85,0,1,0
19,engineering,paid,0.75,0.75,2,0,1
17,law,unpaid,0.49,0.89,1,1,1
19,engineering,paid,1.0,0.83,0,1,0
22,engineering,paid,0.85,0.84,0,0,0
24,business,paid,0.71,0.84,0,1,0
29,business,paid,0.67,0.72,0,0,0
28,engineering,unpaid,0.9,0.74,0,1,0
26,science,paid,0.71,0.79,2,1,1
22,arts,paid,0.84,0.89,0,0,1
21,arts,paid,0.61,0.76,1,0,1
20,science,paid,0.57,0.97,2,1,0
19,arts,partial,0.68,0.87,0,0,1
29,engineering,paid,0.7,0.89,0,0,1
20,engineering,paid,0.76,0.82,1,0,1
23,law,unpaid,0.92,0.69,1,0,1
17,engineering,paid,0.87,0.9,0,1,1
23,arts,partial,0.9,0.78,1,0,0
17,business,paid,0.59,0.7,0,1,0
18,arts,paid,0.66,0.77,0,1,0
20,engineering,partial,0.85,0.84,1,0,1
17,business,unpaid,0.88,0.61,0,0,0
27,arts,partial,0.81,0.82,1,0,0
28,law,paid,0.62,0.95,0,0,1
27,engineering,paid,0.54,0.85,0,0,1
27,arts,paid,0.73,0.97,0,1,0
25,arts,partial,0.57,0.81,0,0,0
28,arts,partial,0.77,0.97,2,1,0
22,business,paid,0.89,0.72,0,0,1
29,engineering,partial,0.73,0.91,0,0,1
17,engineering,partial,0.5,0.84,0,0,1
17,science,paid,0.62,0.99,1,0,1
22,business,partial,0.83,0.81,1,1,0
20,arts,paid,0.77,0.74,0,1,0
20,engineering,paid,0.78,0.9,0,1,0
27,engineering,unpaid,0.97,1.0,0,1,0
22,engineering,paid,0.75,0.87,1,0,0
28,engineering,paid,0.75,0.85,0,0,0
27,business,partial,0.83,0.73,0,0,1
23,science,unpaid,0.52,0.94,2,0,0
25,engineering,unpaid,0.63,0.84,1,0,1
26,arts,partial,0.59,0.92,2,0,1
21,engineering,paid,0.8,0.87,0,1,0
25,arts,unpaid,0.56,1.0,1,0,0
20,engineering,partial,0.78,0.79,1,0,1
29,law,paid,0.67,0.8,0,0,0
26,business,unpaid,0.65,0.95,1,0,1
18,law,paid,0.84,0.95,0,0,0
19,science,paid,0.5,0.96,0,0,0
29,arts,unpaid,0.63,0.85,0,1,1
27,business,partial,1.0,0.87,0,0,0
17,engineering,paid,0.98,0.72,2,1,0
22,arts,paid,0.43,0.83,2,0,1
29,law,partial,0.62,0.88,1,0,0
22,engineering,paid,0.71,0.88,0,1,0
17,science,paid,0.49,0.77,0,0,1
27,arts,partial,1.0,0.74,1,0,1
29,science,unpaid,0.7,0.95,0,0,0
19,law,partial,0.67,0.94,0,1,0
21,business,partial,0.76,0.83,2,0,0
19,business,partial,0.75,0.95,2,0,0
26,arts,partial,0.57,0.94,0,0,0
19,science,paid,0.9,0.68,0,1,0
26,law,unpaid,0.72,0.84,0,0,0
19,science,paid,0.9,0.98,2,0,0
21,business,paid,0.61,0.69,0,0,0
29,business,paid,0.43,0.7,1,0,0
21,science,partial,0.92,0.91,0,1,0
20,business,paid,0.81,0.98,0,0,0
17,science,paid,0.88,0.82,1,1,0
21,business,partial,0.88,0.8,0,0,0
26,engineering,unpaid,0.7,0.68,1,0,1
21,arts,partial,0.64,0.82,0,0,0
20,arts,paid,0.69,0.7,0,1,0
22,engineering,paid,0.78,0.81,0,0,0
26,engineering,partial,0.74,0.98,2,0,1
20,business,paid,0.43,0.72,0,0,0
23,engineering,partial,0.68,0.82,1,0,0
23,arts,paid,0.91,0.94,0,1,0
18,science,unpaid,0.7,0.77,0,0,0
19,law,paid,1.0,0.89,0,0,0
17,science,paid,0.56,0.93,0,0,0
24,law,unpaid,0.75,0.86,0,1,1
25,business,paid,0.55,0.86,0,0,0
20,engineering,paid,0.57,0.74,0,0,1
22,business,unpaid,0.57,0.81,0,1,1
25,science,paid,1.0,0.87,1,0,1
22,arts,paid,0.66,0.66,0,1,0
28,engineering,paid,0.59,0.63,0,0,0
28,science,paid,0.7,0.83,0,0,0
28,engineering,paid,0.67,0.89,0,0,1
25,business,partial,0.82,0.86,1,1,1
20,engineering,partial,0.39,0.69,0,1,0
24,business,paid,0.56,0.96,0,0,0
25,business,paid,0.83,0.86,0,0,1
20,engineering,unpaid,0.63,0.95,0,0,0
21,arts,unpaid,0.59,0.79,2,0,0
24,business,paid,0.58,0.88,1,0,1
28,science,unpaid,0.81,0.9,0,1,1
26,science,partial,0.8,0.95,1,1,0
22,arts,paid,0.84,0.94,1,1,1
28,science,paid,0.53,0.77,2,0,1
23,arts,paid,0.52,0.84,1,1,0
19,arts,unpaid,0.87,0.8,1,1,0
23,engineering,partial,0.73,0.86,1,0,0
28,business,partial,0.61,0.71,2,1,0
24,arts,paid,0.68,0.69,0,0,1
26,engineering,partial,0.51,1.0,2,0,1
22,business,partial,0.62,1.0,1,0,1
26,science,unpaid,0.72,0.97,0,0,0
25,arts,paid,0.75,0.9,1,0,0
29,engineering,partial,0.69,0.93,0,1,1
22,arts,paid,0.67,0.93,1,0,1
28,arts,partial,0.81,1.0,2,0,1
25,business,partial,0.68,0.8,1,0,0
29,arts,paid,0.63,0.77,1,0,1
20,business,partial,0.59,0.85,1,0,1
24,science,paid,0.43,0.91,1,0,0
27,engineering,unpaid,0.8,0.82,0,1,0
20,law,paid,0.92,0.79,2,0,1
18,arts,partial,0.58,0.99,1,0,0
26,engineering,unpaid,0.51,0.77,0,1,0
27,arts,paid,0.61,1.0,0,0,0
25,engineering,partial,0.74,0.95,0,0,0
21,engineering,paid,0.62,1.0,0,1,0
20,arts,paid,0.62,1.0,1,1,0
18,science,partial,0.69,0.89,0,0,0
17,law,partial,0.72,1.0,1,0,1
27,business,unpaid,0.76,0.9,0,0,0
23,engineering,unpaid,0.66,0.89,0,0,0
22,business,partial,0.65,0.87,0,0,0
18,business,partial,0.41,0.81,2,0,0
24,science,unpaid,0.84,0.93,0,1,0
27,science,paid,0.74,0.97,2,0,0
20,science,paid,0.93,0.71,1,1,0
24,arts,paid,0.78,1.0,0,0,1
23,business,unpaid,0.69,1.0,0,0,0
21,engineering,partial,0.48,0.79,2,0,0
26,law,partial,0.45,0.91,1,1,1
26,engineering,paid,0.86,0.85,0,1,0
28,engineering,unpaid,0.78,0.88,0,0,0
24,engineering,paid,0.92,0.84,1,0,0
25,science,partial,0.84,0.9,0,0,0
21,arts,paid,0.64,0.74,0,0,0
26,arts,paid,0.35,1.0,1,0,0
21,law,partial,0.79,0.75,0,0,0
18,law,unpaid,0.55,0.91,0,0,0
21,arts,paid,0.67,0.78,0,0,0
19,engineering,paid,0.76,0.83,1,0,0
23,science,paid,0.61,0.9,0,0,1
26,law,paid,0.58,0.86,1,0,0
21,business,paid,0.65,0.86,0,1,0
24,business,partial,0.39,0.81,0,0,1
17,engineering,unpaid,0.54,0.78,2,1,0
19,science,paid,0.54,0.92,0,0,0
19,business,partial,0.66,0.76,1,0,0
25,business,paid,0.56,0.79,0,1,1
21,engineering,paid,0.62,0.79,1,0,0
28,law,paid,0.63,0.82,1,0,0
25,business,partial,1.0,0.71,1,0,0
29,engineering,paid,0.82,0.71,0,1,1
25,business,paid,0.68,0.9,1,1,1
17,business,paid,0.77,0.91,0,1,0
18,business,paid,0.84,0.88,1,1,0
21,science,paid,0.74,0.99,0,0,0
20,business,unpaid,0.54,0.76,1,0,0
26,law,partial,0.68,0.68,3,1,0
25,engineering,unpaid,0.55,0.93,0,1,0
23,engineering,paid,0.65,0.68,0,0,1
22,engineering,paid,0.68,0.84,1,1,0
23,business,paid,0.86,0.88,0,0,0
17,business,paid,0.58,1.0,2,0,0
17,science,partial,0.57,0.8,0,0,1
24,science,paid,0.59,0.8,0,0,0
29,business,paid,0.61,0.92,0,1,0
29,law,partial,0.65,0.91,0,1,1
18,engineering,paid,0.75,0.82,1,0,0
28,science,unpaid,0.58,0.87,0,1,0
26,arts,paid,0.72,0.78,2,0,0
27,business,partial,0.72,0.89,0,0,0
25,science,paid,0.78,0.69,0,0,0
23,business,unpaid,0.67,1.0,1,1,0
22,engineering,paid,0.82,0.92,2,0,0
17,arts,partial,0.76,0.74,0,0,0
17,business,paid,0.75,0.82,1,0,1
18,science,partial,0.62,0.74,0,0,1
22,arts,paid,0.74,0.77,0,0,0
22,law,paid,0.75,0.87,0,0,1
18,arts,unpaid,0.61,0.99,0,0,1
17,business,unpaid,0.88,0.84,1,0,0
26,science,paid,1.0,0.66,1,0,1
21,business,unpaid,0.6,0.79,0,1,0
21,law,paid,0.63,0.8,0,0,1
18,business,unpaid,0.63,0.86,1,0,1
22,business,partial,0.5,0.84,1,1,1
25,engineering,paid,0.57,0.63,1,0,0
18,arts,unpaid,0.83,0.76,0,1,0
26,engineering,unpaid,0.69,0.74,1,0,0
18,science,paid,0.99,0.94,0,0,0
19,engineering,partial,0.66,0.82,0,1,0
29,engineering,paid,0.76,0.65,1,0,0
23,engineering,unpaid,0.56,0.76,0,0,1
22,engineering,partial,0.68,0.97,1,0,1
28,arts,paid,0.71,0.79,0,0,1
24,science,partial,0.38,0.78,1,1,1
24,science,partial,0.58,0.83,0,0,0
22,science,partial,0.8,0.87,1,1,0
28,science,paid,0.79,0.84,0,0,0
27,engineering,paid,0.51,0.95,0,0,0
26,science,partial,0.65,0.84,0,0,0
19,engineering,paid,0.34,0.92,0,1,1
19,arts,paid,0.7,0.87,1,0,1
17,business,partial,0.89,0.72,0,1,1
23,engineering,paid,0.9,1.0,0,0,0
21,science,partial,0.89,0.97,0,1,0
20,arts,partial,0.78,0.79,0,0,1
26,science,partial,0.87,0.84,0,0,0
20,arts,paid,0.67,0.91,0,0,0
20,engineering,paid,0.62,0.87,1,1,0
22,science,paid,0.87,0.86,2,0,1
24,engineering,unpaid,0.74,0.9,0,0,0
24,arts,paid,0.43,0.89,0,1,0
21,engineering,unpaid,0.88,0.89,0,0,0
22,business,partial,0.67,0.86,1,0,0
20,business,unpaid,0.6,0.91,0,0,1
28,arts,paid,0.85,0.87,0,0,0
27,law,paid,0.83,0.87,0,0,1
29,science,unpaid,0.56,0.99,0,0,1
25,science,paid,0.68,0.89,0,0,0
24,science,paid,0.56,0.88,0,0,1
26,engineering,paid,0.57,0.76,0,0,0
28,business,unpaid,0.25,0.77,0,0,1
26,engineering,partial,0.55,0.96,1,0,0
17,engineering,partial,0.67,0.91,0,0,0
18,law,partial,0.28,0.94,0,0,1
25,business,paid,0.49,0.87,1,1,0
24,arts,partial,0.79,0.89,0,1,0
19,engineering,paid,0.49,0.84,0,1,0
24,business,unpaid,0.68,0.85,2,0,1
28,engineering,paid,0.45,0.81,0,0,0
17,engineering,paid,0.76,0.98,0,0,0
26,engineering,partial,0.65,0.78,0,1,0
20,arts,paid,0.56,0.88,1,1,1
19,business,partial,0.3,0.83,0,0,1
22,engineering,paid,0.57,0.95,1,0,0
23,science,paid,0.8,0.87,0,1,0
20,engineering,paid,0.93,0.9,0,0,0
23,business,partial,0.67,0.87,0,1,1
25,law,paid,0.68,0.75,0,0,0
27,business,partial,0.6,0.91,0,0,0
18,science,paid,0.88,0.84,0,0,1
27,law,paid,0.66,0.77,0,0,1
19,arts,paid,0.83,0.71,2,0,0
21,science,unpaid,0.74,0.77,1,0,1
19,science,partial,0.72,0.93,1,0,1
27,arts,paid,0.55,1.0,0,0,0
24,engineering,partial,0.97,0.86,0,1,0
28,law,unpaid,0.92,0.75,0,0,0
26,science,paid,1.0,0.89,0,0,0
24,engineering,unpaid,0.54,0.96,1,0,0
24,arts,paid,0.74,1.0,0,0,0
28,science,unpaid,0.58,0.98,0,1,1
28,business,partial,0.77,0.87,0,0,0
25,business,paid,0.74,0.91,1,0,0
20,science,paid,0.64,0.78,1,0,0
21,business,unpaid,0.67,0.93,0,0,0
21,business,partial,1.0,0.94,1,0,0
24,science,partial,0.68,0.6,0,0,0
23,science,paid,0.37,0.86,0,0,1
25,business,paid,0.62,1.0,2,1,0
24,arts,paid,0.54,0.78,0,1,1
18,arts,paid,0.56,0.64,1,0,1
26,law,partial,0.81,0.85,0,1,0
28,engineering,unpaid,0.83,0.96,0,0,0
20,engineering,partial,0.57,0.89,0,0,0
22,arts,paid,0.62,0.85,0,0,0
28,science,partial,0.6,0.76,0,0,1
18,engineering,unpaid,0.93,0.74,1,0,1
23,engineering,partial,0.84,0.87,0,1,1
19,engineering,partial,0.8,0.84,0,0,0
29,science,unpaid,0.55,0.94,0,0,0
19,engineering,partial,0.44,0.89,1,1,0
27,arts,paid,0.88,0.78,1,0,0
18,arts,paid,0.99,0.88,1,0,0
27,science,unpaid,0.44,0.86,1,0,1
24,arts,paid,1.0,0.68,0,0,0
22,engineering,paid,0.68,0.81,1,0,0
17,business,paid,0.73,0.86,1,0,0
28,law,partial,0.5,0.84,0,0,0
17,business,unpaid,0.43,0.88,0,0,0
23,law,paid,0.36,0.86,0,0,0
24,science,partial,0.85,0.88,1,1,0
21,engineering,unpaid,0.69,0.87,0,0,0
28,business,paid,0.77,0.85,1,1,0
27,engineering,paid,0.87,0.87,0,1,0
21,business,unpaid,0.69,0.81,0,0,0
20,engineering,paid,0.95,0.81,1,1,0
22,arts,partial,0.58,0.86,1,0,1
22,law,partial,0.64,0.65,0,1,0
19,engineering,paid,0.56,0.81,2,0,1
25,science,unpaid,0.83,0.78,1,0,0
28,engineering,paid,0.87,0.77,0,0,0
27,engineering,paid,0.63,0.82,1,0,1
23,science,paid,0.49,0.72,1,0,1
17,business,paid,0.88,0.82,1,0,0
29,science,unpaid,0.57,0.87,0,1,0
23,engineering,partial,0.64,0.96,0,0,1
21,business,unpaid,0.54,1.0,1,1,0
21,science,paid,0.74,0.67,0,0,0
29,business,partial,0.58,0.76,0,0,1
18,arts,partial,0.81,0.82,0,1,0
20,law,unpaid,0.62,0.86,1,0,0
28,business,partial,0.78,0.89,1,0,0
22,law,paid,0.56,0.79,0,1,0
26,science,paid,0.88,0.6,1,0,0
27,science,paid,0.63,0.95,0,0,0
23,engineering,partial,0.71,0.9,0,1,0
27,arts,unpaid,0.52,0.92,0,1,0
21,science,paid,0.7,0.83,0,1,0
25,engineering,paid,0.53,0.89,0,1,1
19,engineering,paid,0.69,0.65,0,0,0
17,arts,partial,0.56,0.74,0,0,0
20,engineering,paid,0.68,0.97,0,1,0
25,law,paid,0.77,0.85,0,0,0
20,science,paid,0.49,1.0,0,0,1
18,arts,partial,0.69,0.75,1,0,0
26,engineering,partial,0.76,1.0,0,1,0
21,science,partial,0.76,1.0,0,0,0
19,business,paid,0.99,0.79,0,0,0
29,law,paid,0.59,0.8,0,0,1
28,business,paid,0.7,0.98,0,1,0
29,arts,paid,0.96,0.79,0,1,0
25,business,paid,0.49,0.82,1,0,0
20,law,paid,0.36,0.78,1,0,1
22,business,partial,0.78,0.78,0,1,0
18,business,paid,0.86,0.86,0,1,1
22,engineering,paid,0.38,0.82,0,0,0
19,science,unpaid,0.65,0.64,0,1,1
28,science,partial,0.55,0.99,1,1,0
28,arts,partial,0.75,1.0,0,0,0
25,arts,unpaid,0.69,0.9,1,0,1
27,engineering,paid,0.9,0.86,0,1,1
18,engineering,partial,0.5,0.76,1,0,0
28,engineering,partial,0.76,0.8,0,0,0
28,engineering,paid,0.79,0.96,0,1,0
25,business,paid,0.71,0.91,0,0,0
21,engineering,paid,0.4,0.9,0,0,1
24,engineering,paid,0.76,0.9,1,1,0
18,science,paid,0.59,0.96,2,0,1
22,business,paid,0.44,0.94,0,0,0
19,business,paid,0.76,0.92,1,0,0
28,arts,paid,0.82,0.82,0,0,0
28,business,paid,0.61,1.0,0,1,0
26,engineering,paid,0.83,0.8,0,1,1
21,science,paid,0.83,0.76,0,0,0
28,engineering,partial,0.7,0.79,0,0,0
24,business,paid,0.79,0.73,2,1,1
26,arts,unpaid,0.85,0.91,0,0,0
17,science,unpaid,0.78,0.85,0,0,0
21,business,partial,0.36,0.96,0,1,0
19,arts,partial,0.32,0.61,1,0,1
20,engineering,paid,0.86,0.87,0,0,0
18,business,paid,0.6,0.82,1,1,1
25,law,unpaid,0.63,0.82,0,1,0
19,science,paid,0.98,0.75,1,0,1
18,engineering,unpaid,0.59,0.85,1,1,1
26,arts,partial,0.68,0.77,0,0,0
27,law,paid,0.7,1.0,1,0,0
25,business,paid,0.67,0.91,1,1,0
23,business,partial,0.9,0.95,1,0,0
22,law,paid,0.64,0.68,1,0,0
17,science,paid,0.81,0.94,0,0,0
21,business,partial,0.71,0.93,0,0,0
28,arts,partial,0.85,0.81,1,0,1
27,arts,paid,0.49,0.83,1,1,1
27,science,paid,0.36,0.75,1,0,0
19,engineering,unpaid,0.7,0.82,1,0,0
17,engineering,partial,0.57,0.91,0,0,0
20,arts,partial,0.92,0.78,0,0,0
29,engineering,unpaid,0.69,0.85,0,0,1
18,business,paid,0.73,1.0,0,0,0
18,business,paid,0.65,0.75,0,0,1
19,arts,unpaid,0.6,0.88,0,0,0
24,arts,partial,0.71,0.75,0,1,1
24,law,paid,0.85,0.7,0,0,1
28,engineering,paid,0.65,0.93,1,0,1
23,science,partial,0.64,0.81,0,0,0
22,law,paid,0.82,1.0,1,0,0
25,arts,unpaid,0.45,0.91,0,0,1
20,business,paid,0.88,0.77,0,0,0
28,law,paid,0.58,0.76,1,0,0
17,engineering,paid,0.84,0.92,0,0,1
24,business,partial,0.74,0.74,0,0,0
23,arts,unpaid,0.39,0.74,0,0,0
23,engineering,partial,0.7,0.68,1,0,0
19,science,unpaid,0.9,0.91,1,1,0
20,science,paid,0.65,0.77,1,1,0
26,science,paid,0.67,0.89,0,1,0
25,engineering,unpaid,0.58,0.72,0,0,0
22,engineering,unpaid,0.88,0.69,2,0,0
21,business,unpaid,0.63,0.92,2,0,0
19,engineering,partial,0.97,0.83,1,0,0
25,business,paid,0.87,0.78,1,0,0
21,business,paid,0.9,0.8,0,0,1
21,business,unpaid,0.71,0.8,1,0,0
20,business,paid,0.63,1.0,1,0,1
20,arts,paid,0.77,0.88,1,0,0
28,engineering,partial,0.93,0.86,1,0,0
17,arts,paid,0.97,0.77,1,0,0
23,business,unpaid,0.42,0.93,0,0,1
25,business,paid,1.0,0.73,0,0,1
19,science,partial,0.74,0.9,1,0,1
28,science,partial,0.82,0.9,0,0,0
29,law,partial,0.57,0.95,2,0,0
18,engineering,paid,0.56,0.65,0,0,0
19,engineering,paid,0.48,0.96,0,0,0
17,arts,paid,0.96,0.89,3,1,0
22,science,paid,0.6,0.77,0,1,0
27,arts,partial,0.69,0.63,0,1,0
27,science,paid,0.65,0.81,0,0,1
23,business,paid,0.55,0.87,0,0,0
27,law,paid,0.67,0.7,1,0,0
27,law,partial,0.71,0.76,3,1,0
18,engineering,paid,0.89,0.72,0,1,1
24,arts,unpaid,0.54,0.81,0,1,1
22,business,partial,0.61,0.74,0,0,0
20,engineering,partial,0.78,1.0,0,0,0
21,arts,unpaid,0.71,0.94,0,0,0
24,business,paid,0.71,0.74,1,1,0
19,engineering,unpaid,0.55,0.75,1,0,1
19,business,partial,0.82,0.7,2,0,0
27,business,unpaid,0.91,0.83,0,0,0
20,engineering,unpaid,0.9,1.0,1,1,0
17,arts,paid,0.67,0.97,0,0,0
25,engineering,paid,0.31,0.87,0,1,1
24,science,partial,0.74,0.82,3,0,0
24,engineering,partial,0.72,0.91,0,0,1
26,science,paid,0.55,0.88,0,0,0
22,arts,paid,0.58,0.89,1,1,0
23,engineering,paid,0.55,0.87,0,1,1
22,arts,partial,0.74,0.89,2,0,0
25,arts,unpaid,0.58,0.71,0,0,0
19,arts,partial,0.72,0.84,0,0,0
19,business,paid,1.0,0.87,0,0,0
19,business,paid,0.67,0.81,0,0,0
26,engineering,paid,0.53,0.73,1,0,1
19,engineering,paid,0.48,0.85,0,0,0
25,science,unpaid,0.75,1.0,0,0,0
28,business,paid,1.0,0.77,1,1,0
20,arts,partial,0.56,0.84,1,1,0
29,science,unpaid,0.38,0.98,0,0,0
23,arts,unpaid,0.96,1.0,1,0,0
25,science,paid,1.0,0.79,0,1,0
27,arts,paid,0.81,0.95,0,0,0
28,engineering,paid,0.76,0.93,1,0,0
23,law,partial,0.71,0.8,0,1,1
25,arts,unpaid,0.8,0.91,1,1,1
28,science,paid,0.8,0.83,1,1,0
19,engineering,paid,0.74,0.79,0,0,0
20,business,unpaid,0.56,1.0,0,0,0
24,science,partial,0.74,0.91,1,0,1
22,engineering,unpaid,0.69,0.68,0,0,1
21,science,paid,0.58,0.84,0,0,0
29,business,paid,0.74,0.8,1,0,1
20,business,paid,0.63,0.83,0,0,1
24,business,paid,0.71,0.9,0,0,1
17,science,partial,0.77,0.88,2,1,1
25,engineering,paid,0.79,0.99,0,0,0
17,engineering,paid,0.63,0.97,0,0,0
24,science,unpaid,0.77,0.73,0,0,0
20,science,paid,0.8,0.84,0,0,0
25,engineering,partial,0.85,0.66,0,0,0
27,business,paid,0.75,0.75,1,1,0
21,business,unpaid,0.79,0.64,1,0,0
19,arts,paid,0.64,0.69,0,0,1
25,engineering,partial,1.0,0.99,0,0,0
27,business,paid,0.69,0.93,2,0,0
25,engineering,paid,0.87,0.91,0,0,0
20,science,partial,0.63,0.97,1,1,1
27,science,paid,0.76,0.91,0,1,0
20,arts,paid,0.75,0.84,2,1,0
28,engineering,unpaid,0.78,0.79,0,0,0
24,engineering,unpaid,0.57,1.0,0,1,0
18,arts,paid,0.76,0.98,1,0,0
25,science,paid,0.63,0.83,0,1,1
29,arts,paid,0.82,0.93,1,0,1
22,business,paid,0.57,0.57,0,1,1
25,arts,unpaid,0.75,0.93,0,0,0
24,arts,partial,0.7,0.8,1,1,1
23,engineering,paid,0.98,1.0,1,0,0
29,engineering,unpaid,0.87,0.97,1,0,0
17,engineering,partial,0.91,0.65,0,0,0
28,arts,partial,0.58,0.78,1,0,1
19,science,paid,0.64,0.86,0,0,1
27,science,paid,0.7,0.85,0,0,0
18,engineering,partial,0.87,0.84,0,0,1
21,engineering,paid,0.76,0.95,0,0,0
21,engineering,paid,0.59,0.8,0,0,0
21,arts,paid,0.59,0.84,0,0,1
20,arts,paid,0.88,1.0,0,0,0
21,arts,partial,0.76,1.0,1,0,0
19,engineering,partial,0.71,0.95,1,0,1
28,engineering,paid,0.7,0.82,2,1,1
17,engineering,paid,0.83,0.78,0,1,0
21,engineering,partial,0.54,0.85,1,1,0
29,science,paid,0.71,0.85,0,0,1
25,engineering,partial,0.72,0.85,0,1,1
29,arts,partial,0.51,0.91,1,0,1
25,business,paid,0.67,0.89,1,0,0
20,science,partial,1.0,0.88,0,1,0
19,science,partial,0.57,0.8,0,1,0
17,science,paid,0.72,0.73,0,1,0
18,engineering,paid,0.39,0.92,1,0,0
24,business,unpaid,0.68,0.86,0,0,0
17,science,paid,0.54,0.89,0,0,0
24,engineering,unpaid,0.65,0.89,1,0,0
29,business,partial,0.76,0.65,1,1,0
23,science,paid,0.53,1.0,0,0,0
24,arts,paid,0.74,0.79,0,0,0
28,engineering,paid,0.58,0.99,2,0,0
22,engineering,paid,0.5,0.89,0,0,0
28,arts,partial,0.85,0.74,1,1,0
25,engineering,unpaid,0.56,0.78,0,0,1
19,business,unpaid,0.64,0.78,1,0,1
26,science,paid,0.61,0.79,1,0,1
20,engineering,unpaid,0.73,0.67,0,0,0
29,science,unpaid,0.7,0.77,1,1,1
22,arts,unpaid,0.68,0.95,1,0,0
24,engineering,paid,0.59,0.96,0,0,0
21,science,partial,0.66,0.78,0,0,1
19,science,partial,0.74,0.66,1,1,0
22,business,paid,0.72,0.91,0,0,0
20,science,unpaid,0.87,0.74,0,1,0
25,science,paid,0.81,0.75,1,0,1
29,science,paid,0.87,0.82,2,1,1
19,arts,unpaid,0.9,0.81,0,0,1
20,science,paid,0.73,0.77,1,0,0
23,law,unpaid,0.83,0.78,1,0,0
23,science,partial,0.75,0.8,0,0,0
28,engineering,paid,0.9,0.78,1,0,0
28,business,paid,0.44,0.78,0,0,0
20,business,partial,0.65,0.82,1,0,1
22,engineering,partial,0.76,0.89,0,0,0
28,law,unpaid,0.79,0.87,3,0,1
29,engineering,unpaid,0.7,0.8,1,1,0
19,engineering,paid,0.45,0.82,0,0,0
22,law,paid,0.67,0.98,1,1,1
28,arts,unpaid,0.82,0.95,0,0,0
18,engineering,partial,0.65,0.9,1,0,0
24,business,paid,0.71,0.67,1,0,0
18,business,unpaid,0.99,0.86,0,0,0
27,engineering,unpaid,0.67,0.78,0,0,0
23,law,partial,0.68,0.75,0,1,0
25,business,paid,0.73,0.81,2,0,1
17,business,partial,0.74,0.95,1,1,0
24,business,partial,0.72,0.94,0,0,1
23,business,unpaid,0.76,0.79,0,0,0
22,engineering,unpaid,0.52,0.86,0,1,1
22,engineering,partial,0.68,0.81,1,1,0
22,business,partial,0.52,0.83,1,0,0
25,science,unpaid,0.71,0.95,0,0,0
18,engineering,paid,0.79,0.84,0,0,1
17,business,paid,0.68,0.67,0,0,0
29,science,unpaid,0.56,0.86,0,0,0
28,engineering,paid,0.64,1.0,0,1,0
22,engineering,paid,0.97,0.78,0,0,0
26,arts,paid,0.92,1.0,0,0,0
27,business,paid,0.62,0.91,1,0,0
24,engineering,paid,0.62,0.97,1,0,0
19,arts,paid,0.68,0.94,1,1,1
28,business,unpaid,0.89,0.87,1,0,0
26,business,partial,0.44,0.79,0,0,0
17,engineering,partial,0.62,0.87,2,0,0
25,arts,paid,0.76,0.87,0,0,1
29,science,partial,0.74,0.95,1,0,0
29,law,partial,0.64,0.62,0,1,0
17,science,partial,0.66,0.71,1,0,0
19,business,paid,0.75,0.87,1,1,1
24,arts,paid,0.64,0.88,1,0,0
19,arts,unpaid,0.54,0.76,0,1,0
29,engineering,partial,0.67,0.89,0,0,0
20,engineering,partial,0.73,0.92,2,0,1
24,business,partial,0.38,0.83,1,0,1
17,engineering,paid,0.76,0.99,2,0,0
29,engineering,partial,0.85,1.0,1,0,0
29,law,paid,0.65,0.86,0,1,0
22,engineering,partial,0.65,0.93,1,0,1
17,engineering,unpaid,0.59,0.68,0,0,0
17,engineering,partial,0.68,0.96,1,0,0
24,business,paid,0.62,1.0,0,0,0
27,business,paid,0.92,0.75,0,1,0
20,arts,partial,0.72,0.91,0,0,0
28,business,unpaid,0.38,0.66,0,0,1
17,science,partial,0.79,0.77,1,0,0
26,science,partial,0.96,0.8,0,0,0
23,law,paid,0.78,0.7,0,0,1
21,science,partial,0.88,0.83,0,0,0
